date,state,district,pincode,age_0_5,age_5_17,age_18_greater
26-10-2025,Karnataka,Kalaburagi,585324,2,0,0
26-10-2025,Karnataka,Kodagu,571213,1,0,0
26-10-2025,Karnataka,Kodagu,571247,1,0,0
26-10-2025,Karnataka,Kolar,563116,1,0,0
26-10-2025,Karnataka,Kolar,563126,1,0,0
26-10-2025,Karnataka,Kolar,563130,2,2,0
26-10-2025,Karnataka,Kolar,563137,2,1,0
26-10-2025,Karnataka,Koppal,583280,0,1,0
26-10-2025,Karnataka,Koppal,583282,1,0,0
26-10-2025,Karnataka,Mandya,571405,3,0,0
26-10-2025,Karnataka,Mandya,571426,3,0,0
26-10-2025,Karnataka,Mandya,571432,1,0,0
26-10-2025,Karnataka,Mandya,571433,1,0,0
26-10-2025,Karnataka,Mandya,571807,1,0,0
26-10-2025,Karnataka,Mandya,571812,1,0,0
26-10-2025,Karnataka,Mysore,570009,1,0,0
26-10-2025,Karnataka,Mysore,570010,2,0,0
26-10-2025,Karnataka,Mysore,570026,1,0,0
26-10-2025,Karnataka,Mysore,571107,2,0,0
26-10-2025,Karnataka,Mysore,571602,2,0,0
26-10-2025,Karnataka,Mysuru,570017,2,0,0
26-10-2025,Karnataka,Mysuru,570031,1,0,0
26-10-2025,Karnataka,Raichur,584101,4,0,0
26-10-2025,Karnataka,Raichur,584115,1,2,0
26-10-2025,Karnataka,Raichur,584118,3,0,0
26-10-2025,Karnataka,Raichur,584135,1,0,0
26-10-2025,Karnataka,Raichur,584140,4,2,0
26-10-2025,Karnataka,Raichur,584203,2,0,0
26-10-2025,Karnataka,Ramanagar,562117,3,0,0
26-10-2025,Karnataka,Ramanagar,562121,3,1,0
26-10-2025,Karnataka,Shimoga,577204,1,0,0
26-10-2025,Karnataka,Shivamogga,577233,1,0,0
26-10-2025,Karnataka,Shivamogga,577302,1,0,0
26-10-2025,Karnataka,Shivamogga,577415,1,0,0
26-10-2025,Karnataka,Shivamogga,577429,0,1,0
26-10-2025,Karnataka,Tumakuru,572103,2,0,0
26-10-2025,Karnataka,Tumakuru,572116,0,0,1
26-10-2025,Karnataka,Tumakuru,572123,1,0,0
26-10-2025,Karnataka,Tumakuru,572137,2,0,0
26-10-2025,Karnataka,Tumakuru,572140,1,0,0
26-10-2025,Karnataka,Tumakuru,572213,1,0,0
26-10-2025,Karnataka,Tumkur,561202,2,0,0
26-10-2025,Karnataka,Tumkur,572102,2,0,0
26-10-2025,Karnataka,Tumkur,572117,1,0,0
26-10-2025,Karnataka,Tumkur,572127,1,0,0
26-10-2025,Karnataka,Tumkur,572130,1,0,0
26-10-2025,Karnataka,Tumkur,572137,1,0,0
26-10-2025,Karnataka,Tumkur,572215,1,0,0
26-10-2025,Karnataka,Tumkur,572222,0,1,0
26-10-2025,Karnataka,Udupi,574116,3,0,0
26-10-2025,Karnataka,Uttara Kannada,581325,3,0,0
26-10-2025,Karnataka,Uttara Kannada,581334,1,0,0
26-10-2025,Karnataka,Uttara Kannada,581349,1,0,0
26-10-2025,Karnataka,Uttara Kannada,581402,3,0,0
26-10-2025,Karnataka,Uttara Kannada,581423,1,0,0
26-10-2025,Karnataka,Vijayanagara,583131,1,1,0
26-10-2025,Karnataka,Vijayanagara,583135,4,0,0
26-10-2025,Karnataka,Vijayapura,586103,1,0,0
26-10-2025,Karnataka,Vijayapura,586113,1,0,0
26-10-2025,Karnataka,Vijayapura,586117,2,1,0
26-10-2025,Karnataka,Vijayapura,586119,1,0,0
26-10-2025,Karnataka,Vijayapura,586120,2,1,0
26-10-2025,Karnataka,Vijayapura,586128,2,0,0
26-10-2025,Karnataka,Vijayapura,586202,0,1,0
26-10-2025,Karnataka,Vijayapura,586214,1,1,0
26-10-2025,Karnataka,Vijayapura,586217,3,0,0
26-10-2025,Karnataka,Yadgir,585202,3,2,0
26-10-2025,Karnataka,Yadgir,585220,2,0,0
26-10-2025,Karnataka,Yadgir,585287,1,1,0
26-10-2025,Karnataka,Yadgir,585290,3,2,0
26-10-2025,Karnataka,Yadgir,585321,2,0,0
26-10-2025,Karnataka,Yadgir,585355,0,1,0
26-10-2025,Kerala,Alappuzha,688521,0,1,1
26-10-2025,Kerala,Alappuzha,688530,0,1,0
26-10-2025,Kerala,Alappuzha,688541,0,0,1
26-10-2025,Kerala,Alappuzha,688562,2,0,1
26-10-2025,Kerala,Alappuzha,689571,0,0,1
26-10-2025,Kerala,Alappuzha,690104,0,1,0
26-10-2025,Kerala,Alappuzha,690509,1,0,0
26-10-2025,Kerala,Alappuzha,690516,1,0,0
26-10-2025,Kerala,Ernakulam,682019,1,0,0
26-10-2025,Kerala,Ernakulam,682020,1,0,0
26-10-2025,Kerala,Ernakulam,683577,0,1,0
26-10-2025,Kerala,Ernakulam,683581,0,1,0
26-10-2025,Kerala,Ernakulam,686691,1,0,0
26-10-2025,Kerala,Idukki,685571,1,0,0
26-10-2025,Kerala,Idukki,685605,1,0,0
26-10-2025,Kerala,Kannur,670106,1,0,0
26-10-2025,Kerala,Kannur,670142,0,1,0
26-10-2025,Kerala,Kannur,670331,2,0,0
26-10-2025,Kerala,Kannur,670702,1,1,0
26-10-2025,Kerala,Kasaragod,670511,0,1,0
26-10-2025,Kerala,Kasaragod,671121,1,0,0
26-10-2025,Kerala,Kasaragod,671543,2,0,0
26-10-2025,Kerala,Kasargod,671533,1,0,0
26-10-2025,Kerala,Kollam,690538,1,0,0
26-10-2025,Kerala,Kollam,690573,1,0,0
26-10-2025,Kerala,Kollam,691543,1,0,0
26-10-2025,Kerala,Kollam,691576,1,0,0
26-10-2025,Kerala,Kollam,691579,1,0,0
26-10-2025,Kerala,Kottayam,686141,1,0,0
26-10-2025,Kerala,Kottayam,686513,1,0,0
26-10-2025,Kerala,Kottayam,686609,1,0,0
26-10-2025,Kerala,Kozhikode,673103,1,0,0
26-10-2025,Kerala,Kozhikode,673306,1,0,0
26-10-2025,Kerala,Kozhikode,673527,0,1,0
26-10-2025,Kerala,Kozhikode,673601,2,0,0
26-10-2025,Kerala,Malappuram,673636,1,0,0
26-10-2025,Kerala,Malappuram,673637,2,0,0
26-10-2025,Kerala,Malappuram,676541,1,1,0
26-10-2025,Kerala,Malappuram,679321,0,2,0
26-10-2025,Kerala,Malappuram,679339,3,1,0
26-10-2025,Kerala,Malappuram,679573,0,1,0
26-10-2025,Kerala,Palakkad,678102,0,1,0
26-10-2025,Kerala,Palakkad,678583,0,1,1
26-10-2025,Kerala,Palakkad,678598,1,0,0
26-10-2025,Kerala,Palakkad,679303,0,1,0
26-10-2025,Kerala,Palakkad,679552,1,0,0
26-10-2025,Kerala,Pathanamthitta,689103,1,0,0
26-10-2025,Kerala,Thiruvananthapuram,695101,1,0,0
26-10-2025,Kerala,Thiruvananthapuram,695122,0,0,1
26-10-2025,Kerala,Thiruvananthapuram,695521,1,0,0
26-10-2025,Kerala,Thiruvananthapuram,695572,3,0,0
26-10-2025,Kerala,Thiruvananthapuram,695582,1,0,0
26-10-2025,Kerala,Thiruvananthapuram,695609,1,0,0
26-10-2025,Kerala,Thiruvananthapuram,695610,1,0,0
26-10-2025,Kerala,Thrissur,680003,1,0,0
26-10-2025,Kerala,Thrissur,680512,0,0,1
26-10-2025,Kerala,Thrissur,680561,1,0,0
26-10-2025,Kerala,Thrissur,680617,1,0,0
26-10-2025,Kerala,Thrissur,680691,0,1,0
26-10-2025,Kerala,Wayanad,670731,2,0,0
26-10-2025,Ladakh,Kargil,194102,1,0,0
26-10-2025,Lakshadweep,Lakshadweep,682551,1,0,0
26-10-2025,Madhya Pradesh,Agar Malwa,465230,2,0,0
26-10-2025,Madhya Pradesh,Agar Malwa,465550,3,0,0
26-10-2025,Madhya Pradesh,Anuppur,484113,2,0,0
26-10-2025,Madhya Pradesh,Ashok Nagar,473335,0,1,0
26-10-2025,Madhya Pradesh,Ashok Nagar,473443,0,2,0
26-10-2025,Madhya Pradesh,Ashok Nagar,473446,2,0,0
26-10-2025,Madhya Pradesh,Balaghat,481441,1,0,0
26-10-2025,Madhya Pradesh,Balaghat,481445,3,0,0
26-10-2025,Madhya Pradesh,Barwani,451449,1,0,0
26-10-2025,Madhya Pradesh,Barwani,451556,1,1,0
26-10-2025,Madhya Pradesh,Betul,460330,2,1,0
26-10-2025,Madhya Pradesh,Betul,460551,1,0,0
26-10-2025,Madhya Pradesh,Bhind,477332,0,1,0
26-10-2025,Madhya Pradesh,Bhind,477445,5,0,0
26-10-2025,Madhya Pradesh,Bhind,477555,0,0,2
26-10-2025,Madhya Pradesh,Bhind,477660,2,0,0
26-10-2025,Madhya Pradesh,Bhopal,462023,6,1,0
26-10-2025,Madhya Pradesh,Bhopal,462038,6,2,0
26-10-2025,Madhya Pradesh,Bhopal,462039,0,0,1
26-10-2025,Madhya Pradesh,Burhanpur,450331,8,4,0
26-10-2025,Madhya Pradesh,Chhatarpur,471301,1,0,0
26-10-2025,Madhya Pradesh,Chhatarpur,471408,2,0,0
26-10-2025,Madhya Pradesh,Chhatarpur,471515,0,2,0
26-10-2025,Madhya Pradesh,Chhatarpur,471606,1,1,0
26-10-2025,Madhya Pradesh,Chhindwara,480105,1,0,0
26-10-2025,Madhya Pradesh,Chhindwara,480223,1,1,0
26-10-2025,Madhya Pradesh,Chhindwara,480441,6,0,0
26-10-2025,Madhya Pradesh,Chhindwara,480551,2,0,0
26-10-2025,Madhya Pradesh,Chhindwara,480559,1,0,0
26-10-2025,Madhya Pradesh,Damoh,470672,4,0,0
26-10-2025,Madhya Pradesh,Damoh,470673,3,0,0
26-10-2025,Madhya Pradesh,Damoh,470775,4,0,0
26-10-2025,Madhya Pradesh,Datia,475335,0,1,0
26-10-2025,Madhya Pradesh,Datia,475661,3,0,0
26-10-2025,Madhya Pradesh,Datia,475671,1,1,0
26-10-2025,Madhya Pradesh,Datia,475673,1,2,0
26-10-2025,Madhya Pradesh,Datia,475686,0,0,1
26-10-2025,Madhya Pradesh,Dhar,454331,7,3,0
26-10-2025,Madhya Pradesh,Dhar,454449,3,1,0
26-10-2025,Madhya Pradesh,Dhar,454552,1,2,0
26-10-2025,Madhya Pradesh,Dhar,454775,3,0,0
26-10-2025,Madhya Pradesh,Dindori,481884,1,0,0
26-10-2025,Madhya Pradesh,East Nimar,450881,0,2,0
26-10-2025,Madhya Pradesh,Gwalior,474005,2,1,0
26-10-2025,Madhya Pradesh,Gwalior,474009,1,0,0
26-10-2025,Madhya Pradesh,Gwalior,475001,1,0,2
26-10-2025,Madhya Pradesh,Hoshangabad,461111,4,0,0
26-10-2025,Madhya Pradesh,Hoshangabad,461223,5,0,0
26-10-2025,Madhya Pradesh,Hoshangabad,461661,1,0,0
26-10-2025,Madhya Pradesh,Hoshangabad,461990,1,2,0
26-10-2025,Madhya Pradesh,Indore,452003,2,0,0
26-10-2025,Madhya Pradesh,Indore,452011,1,0,0
26-10-2025,Madhya Pradesh,Indore,452012,1,0,0
26-10-2025,Madhya Pradesh,Indore,453115,1,0,0
26-10-2025,Madhya Pradesh,Indore,453555,1,0,0
26-10-2025,Madhya Pradesh,Jabalpur,482005,2,1,0
26-10-2025,Madhya Pradesh,Jabalpur,483105,1,0,0
26-10-2025,Madhya Pradesh,Jabalpur,483110,1,1,0
26-10-2025,Madhya Pradesh,Jabalpur,483222,1,2,0
26-10-2025,Madhya Pradesh,Jabalpur,483225,10,2,0
26-10-2025,Madhya Pradesh,Jabalpur,483334,1,0,0
26-10-2025,Madhya Pradesh,Jhabua,457661,6,10,0
26-10-2025,Madhya Pradesh,Katni,483225,2,0,0
26-10-2025,Madhya Pradesh,Katni,483334,1,0,0
26-10-2025,Madhya Pradesh,Katni,483442,5,0,0
26-10-2025,Madhya Pradesh,Katni,483770,7,1,0
26-10-2025,Madhya Pradesh,Katni,483773,1,1,0
26-10-2025,Madhya Pradesh,Katni,483880,1,0,0
26-10-2025,Madhya Pradesh,Mandla,481768,2,0,0
26-10-2025,Madhya Pradesh,Mandla,481885,3,0,0
26-10-2025,Madhya Pradesh,Mandsaur,458002,5,0,0
26-10-2025,Madhya Pradesh,Mandsaur,458895,5,0,0
26-10-2025,Madhya Pradesh,Mandsaur,458990,4,2,0
26-10-2025,Madhya Pradesh,Mauganj,486333,2,0,0
26-10-2025,Madhya Pradesh,Mauganj,486335,0,1,0
26-10-2025,Madhya Pradesh,Morena,476115,2,1,0
26-10-2025,Madhya Pradesh,Morena,476219,2,0,0
26-10-2025,Madhya Pradesh,Morena,476229,4,0,0
26-10-2025,Madhya Pradesh,Narsimhapur,487881,2,0,0
26-10-2025,Madhya Pradesh,Narsinghpur,487114,2,0,0
26-10-2025,Madhya Pradesh,Narsinghpur,487337,2,0,0
26-10-2025,Madhya Pradesh,Narsinghpur,487551,0,1,0
26-10-2025,Madhya Pradesh,Neemuch,458116,1,1,0
26-10-2025,Madhya Pradesh,Panna,488001,3,2,0
26-10-2025,Madhya Pradesh,Panna,488446,4,3,0
26-10-2025,Madhya Pradesh,Raisen,464551,2,0,0
26-10-2025,Madhya Pradesh,Raisen,464665,2,0,0
26-10-2025,Madhya Pradesh,Raisen,464672,1,0,0
26-10-2025,Madhya Pradesh,Raisen,464770,4,2,0
26-10-2025,Madhya Pradesh,Raisen,464776,1,0,0
26-10-2025,Madhya Pradesh,Ratlam,457118,2,1,0
26-10-2025,Madhya Pradesh,Rewa,486001,6,0,0
26-10-2025,Madhya Pradesh,Rewa,486003,1,1,0
26-10-2025,Madhya Pradesh,Rewa,486111,1,1,0
26-10-2025,Madhya Pradesh,Rewa,486114,3,1,0
26-10-2025,Madhya Pradesh,Rewa,486123,3,0,0
26-10-2025,Madhya Pradesh,Rewa,486220,3,0,0
26-10-2025,Madhya Pradesh,Rewa,486331,10,1,0
26-10-2025,Madhya Pradesh,Rewa,486335,7,1,0
26-10-2025,Madhya Pradesh,Rewa,486340,2,0,0
26-10-2025,Madhya Pradesh,Rewa,486448,1,0,0
26-10-2025,Madhya Pradesh,Sagar,470119,3,0,0
26-10-2025,Madhya Pradesh,Sagar,470335,3,1,0
26-10-2025,Madhya Pradesh,Sagar,470339,1,0,0
26-10-2025,Madhya Pradesh,Satna,485115,9,0,0
26-10-2025,Madhya Pradesh,Satna,485774,2,2,0
26-10-2025,Madhya Pradesh,Sehore,466115,1,0,0
26-10-2025,Madhya Pradesh,Sehore,466116,2,2,0
26-10-2025,Madhya Pradesh,Sehore,466651,1,0,0
26-10-2025,Madhya Pradesh,Seoni,480884,2,0,0
26-10-2025,Madhya Pradesh,Seoni,480997,0,1,0
26-10-2025,Madhya Pradesh,Shahdol,484774,5,1,0
26-10-2025,Madhya Pradesh,Shahdol,484776,1,0,0
26-10-2025,Madhya Pradesh,Shajapur,465220,1,0,0
26-10-2025,Madhya Pradesh,Shajapur,465223,2,0,0
26-10-2025,Madhya Pradesh,Shajapur,465230,1,0,0
26-10-2025,Madhya Pradesh,Shajapur,465337,1,0,0
26-10-2025,Madhya Pradesh,Shajapur,465339,1,0,0
26-10-2025,Madhya Pradesh,Shivpuri,473885,1,0,0
26-10-2025,Madhya Pradesh,Singrauli,486885,1,0,0
26-10-2025,Madhya Pradesh,Singrauli,486889,1,2,0
26-10-2025,Madhya Pradesh,Singrauli,486892,2,1,0
26-10-2025,Madhya Pradesh,Ujjain,456010,7,0,0
26-10-2025,Madhya Pradesh,Ujjain,456335,1,1,0
26-10-2025,Madhya Pradesh,Vidisha,464001,7,0,0
26-10-2025,Madhya Pradesh,Vidisha,464114,5,1,0
26-10-2025,Madhya Pradesh,Vidisha,464221,1,4,0
26-10-2025,Maharashtra,Ahmadnagar,413710,0,1,0
26-10-2025,Maharashtra,Ahmadnagar,413737,1,0,0
26-10-2025,Maharashtra,Ahmadnagar,414113,1,0,0
26-10-2025,Maharashtra,Ahmadnagar,414302,1,1,0
26-10-2025,Maharashtra,Ahmadnagar,414304,1,1,0
26-10-2025,Maharashtra,Ahmadnagar,414402,1,0,0
26-10-2025,Maharashtra,Ahmadnagar,414503,1,0,0
26-10-2025,Maharashtra,Ahmadnagar,414603,1,0,0
26-10-2025,Maharashtra,Ahmadnagar,414604,1,0,0
26-10-2025,Maharashtra,Ahmadnagar,422605,0,2,0
26-10-2025,Maharashtra,Akola,444001,3,0,0
26-10-2025,Maharashtra,Akola,444102,1,0,0
26-10-2025,Maharashtra,Akola,444108,2,0,0
26-10-2025,Maharashtra,Amravati,444603,1,0,0
26-10-2025,Maharashtra,Amravati,444607,1,0,0
26-10-2025,Maharashtra,Aurangabad,431001,17,6,0
26-10-2025,Maharashtra,Aurangabad,431107,0,2,0
26-10-2025,Maharashtra,Aurangabad,431111,3,0,0
26-10-2025,Maharashtra,Aurangabad,431113,2,0,0
26-10-2025,Maharashtra,Aurangabad,431150,1,0,0
26-10-2025,Maharashtra,Beed,431127,3,0,0
26-10-2025,Maharashtra,Beed,431129,1,0,0
26-10-2025,Maharashtra,Bhandara,441908,1,0,0
26-10-2025,Maharashtra,Bhandara,441914,1,0,0
26-10-2025,Maharashtra,Buldana,443001,1,0,0
26-10-2025,Maharashtra,Buldana,443204,1,0,0
26-10-2025,Maharashtra,Buldhana,443001,5,0,0
26-10-2025,Maharashtra,Buldhana,443201,0,1,0
26-10-2025,Maharashtra,Buldhana,443202,1,0,0
26-10-2025,Maharashtra,Buldhana,444303,3,0,0
26-10-2025,Maharashtra,Chandrapur,442701,2,0,0
26-10-2025,Maharashtra,Chandrapur,442702,1,0,0
26-10-2025,Maharashtra,Chandrapur,442907,1,0,0
26-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431002,0,4,0
26-10-2025,Maharashtra,Chhatrapati Sambhajinagar,431133,0,1,0
26-10-2025,Maharashtra,Dhule,424304,1,1,0
26-10-2025,Maharashtra,Dhule,424307,1,2,0
26-10-2025,Maharashtra,Dhule,425405,6,3,0
26-10-2025,Maharashtra,Gadchiroli,442504,1,0,0
26-10-2025,Maharashtra,Gadchiroli,442705,0,1,0
26-10-2025,Maharashtra,Gondiya,441801,1,1,0
26-10-2025,Maharashtra,Hingoli,431512,3,0,0
26-10-2025,Maharashtra,Hingoli,431703,1,0,0
26-10-2025,Maharashtra,Hingoli,431705,4,0,0
26-10-2025,Maharashtra,Jalgaon,424106,2,1,0
26-10-2025,Maharashtra,Jalgaon,424206,1,0,0
26-10-2025,Maharashtra,Jalgaon,425201,3,0,0
26-10-2025,Maharashtra,Jalgaon,425401,3,0,0
26-10-2025,Maharashtra,Jalna,431203,9,0,0
26-10-2025,Maharashtra,Jalna,431204,1,0,0
26-10-2025,Maharashtra,Jalna,431501,1,0,0
26-10-2025,Maharashtra,Kolhapur,416001,1,0,0
26-10-2025,Maharashtra,Kolhapur,416002,1,0,0
26-10-2025,Maharashtra,Kolhapur,416007,1,0,0
26-10-2025,Maharashtra,Kolhapur,416115,2,0,0
26-10-2025,Maharashtra,Kolhapur,416211,1,0,0
26-10-2025,Maharashtra,Kolhapur,416504,1,0,0
26-10-2025,Maharashtra,Mumbai,400019,3,0,0
26-10-2025,Maharashtra,Mumbai,400054,0,1,0
26-10-2025,Maharashtra,Mumbai,400060,0,1,0
26-10-2025,Maharashtra,Mumbai,400089,1,0,0
26-10-2025,Maharashtra,Mumbai,400097,1,2,0
26-10-2025,Maharashtra,Mumbai,400098,0,1,0
26-10-2025,Maharashtra,Mumbai,400101,2,2,0
26-10-2025,Maharashtra,Mumbai City,400012,1,0,0
26-10-2025,Maharashtra,Mumbai City,400017,2,1,0
26-10-2025,Maharashtra,Mumbai City,400027,1,0,0
26-10-2025,Maharashtra,Mumbai Suburban,400054,0,1,0
26-10-2025,Maharashtra,Mumbai Suburban,400055,1,0,0
26-10-2025,Maharashtra,Mumbai Suburban,400058,2,0,0
26-10-2025,Maharashtra,Mumbai Suburban,400066,2,0,0
26-10-2025,Maharashtra,Mumbai Suburban,400068,1,0,0
26-10-2025,Maharashtra,Mumbai Suburban,400083,1,0,0
26-10-2025,Maharashtra,Mumbai Suburban,400091,0,1,0
26-10-2025,Maharashtra,Mumbai Suburban,400099,1,0,0
26-10-2025,Maharashtra,Mumbai Suburban,400102,2,0,0
26-10-2025,Maharashtra,Mumbai( Sub Urban ),400079,0,1,0
26-10-2025,Maharashtra,Nagpur,440010,1,0,0
26-10-2025,Maharashtra,Nagpur,440017,2,1,0
26-10-2025,Maharashtra,Nagpur,440023,1,0,0
26-10-2025,Maharashtra,Nagpur,440026,0,2,0
26-10-2025,Maharashtra,Nagpur,441101,1,0,0
26-10-2025,Maharashtra,Nagpur,441106,2,0,0
26-10-2025,Maharashtra,Nanded,431709,0,1,0
26-10-2025,Maharashtra,Nanded,431715,3,0,1
26-10-2025,Maharashtra,Nanded,431803,0,1,0
26-10-2025,Maharashtra,Nanded,431804,0,0,1
26-10-2025,Maharashtra,Nashik,422001,2,0,0
26-10-2025,Maharashtra,Nashik,422007,2,0,0
26-10-2025,Maharashtra,Nashik,422401,2,0,0
26-10-2025,Maharashtra,Nashik,422402,1,2,0
26-10-2025,Maharashtra,Nashik,423101,1,0,0
26-10-2025,Maharashtra,Nashik,423117,1,0,0
26-10-2025,Maharashtra,Nashik,423401,1,1,0
26-10-2025,Maharashtra,Osmanabad,413405,1,0,0
26-10-2025,Maharashtra,Osmanabad,413604,0,1,0
26-10-2025,Maharashtra,Osmanabad,413606,5,2,0
26-10-2025,Maharashtra,Palghar,401305,2,1,0
26-10-2025,Maharashtra,Parbhani,431506,2,0,0
26-10-2025,Maharashtra,Parbhani,431508,2,0,0
26-10-2025,Maharashtra,Pune,410405,0,1,0
26-10-2025,Maharashtra,Pune,410506,1,0,0
26-10-2025,Maharashtra,Pune,411001,3,0,0
26-10-2025,Maharashtra,Pune,411003,0,1,0
26-10-2025,Maharashtra,Pune,411037,1,1,0
26-10-2025,Maharashtra,Pune,411038,1,0,0
26-10-2025,Maharashtra,Pune,411043,1,0,0
26-10-2025,Maharashtra,Pune,411046,3,0,0
26-10-2025,Maharashtra,Pune,412110,1,1,0
26-10-2025,Maharashtra,Pune,412202,2,0,0
26-10-2025,Maharashtra,Pune,412207,3,1,0
26-10-2025,Maharashtra,Pune,412303,0,0,1
26-10-2025,Maharashtra,Pune,413106,1,0,0
26-10-2025,Maharashtra,Pune,413801,2,0,0
26-10-2025,Maharashtra,Raigarh,410206,0,2,0
26-10-2025,Maharashtra,Raigarh,410220,0,1,0
26-10-2025,Maharashtra,Raigarh,410221,1,0,0
26-10-2025,Maharashtra,Ratnagiri,415612,1,0,0
26-10-2025,Maharashtra,Ratnagiri,416705,1,0,0
26-10-2025,Maharashtra,Sangli,416301,1,1,0
26-10-2025,Maharashtra,Sangli,416406,1,0,0
26-10-2025,Maharashtra,Satara,415106,0,1,0
26-10-2025,Maharashtra,Satara,415525,1,0,0
26-10-2025,Maharashtra,Sindhudurg,416603,1,0,0
26-10-2025,Maharashtra,Sindhudurg,416805,1,0,0
26-10-2025,Maharashtra,Solapur,413002,1,2,0
26-10-2025,Maharashtra,Solapur,413004,2,1,0
26-10-2025,Maharashtra,Solapur,413224,1,0,0
26-10-2025,Maharashtra,Solapur,413404,0,1,0
26-10-2025,Maharashtra,Thane,400601,3,0,0
26-10-2025,Maharashtra,Thane,400604,2,0,0
26-10-2025,Maharashtra,Thane,401107,2,3,0
26-10-2025,Maharashtra,Thane,401305,2,1,0
26-10-2025,Maharashtra,Thane,401602,2,0,0
26-10-2025,Maharashtra,Thane,421204,1,1,0
26-10-2025,Maharashtra,Thane,421302,13,4,1
26-10-2025,Maharashtra,Thane,421305,5,2,0
26-10-2025,Maharashtra,Thane,421402,0,1,0
26-10-2025,Maharashtra,Wardha,442301,1,0,0
26-10-2025,Maharashtra,Yavatmal,445001,2,0,0
26-10-2025,Maharashtra,Yavatmal,445105,1,1,0
26-10-2025,Maharashtra,Yavatmal,445201,1,0,0
26-10-2025,Maharashtra,Yavatmal,445304,1,0,0
26-10-2025,Maharashtra,Yavatmal,445305,3,0,0
26-10-2025,Maharashtra,Yavatmal,445402,1,0,0
26-10-2025,Manipur,Bishnupur,795133,3,1,0
26-10-2025,Manipur,Churachandpur,795006,0,1,0
26-10-2025,Manipur,Churachandpur,795116,0,2,0
26-10-2025,Manipur,Churachandpur,795139,1,1,0
26-10-2025,Manipur,Churachandpur,795143,1,2,0
26-10-2025,Manipur,Imphal East,795115,0,1,0
26-10-2025,Manipur,Imphal West,795113,0,2,0
26-10-2025,Manipur,Imphal West,795130,0,1,0
26-10-2025,Manipur,Senapati,795002,1,1,0
26-10-2025,Manipur,Tamenglong,795159,0,3,0
26-10-2025,Manipur,Ukhrul,795145,0,5,0
26-10-2025,Meghalaya,East Garo Hills,794110,0,10,0
26-10-2025,Meghalaya,East Jaintia Hills,793200,2,7,0
26-10-2025,Meghalaya,East Khasi Hills,793007,1,1,0
26-10-2025,Meghalaya,East Khasi Hills,793109,0,1,0
26-10-2025,Meghalaya,East Khasi Hills,793113,0,6,0
26-10-2025,Meghalaya,Eastern West Khasi Hills,793120,0,4,1
26-10-2025,Meghalaya,North Garo Hills,783134,0,1,0
26-10-2025,Meghalaya,North Garo Hills,794112,1,0,0
26-10-2025,Meghalaya,South West Garo Hills,794106,2,0,0
26-10-2025,Mizoram,Lunglei,796701,3,0,0
26-10-2025,Nagaland,Chumukedima,797106,0,1,0
26-10-2025,Nagaland,Dimapur,797103,2,4,0
26-10-2025,Nagaland,Dimapur,797115,0,2,0
26-10-2025,Nagaland,Dimapur,797117,1,0,0
26-10-2025,Nagaland,Kohima,797005,1,2,0
26-10-2025,Nagaland,Mokokchung,798601,1,6,0
26-10-2025,Nagaland,Mon,798603,5,6,0
26-10-2025,Nagaland,Peren,797110,2,3,0
26-10-2025,Nagaland,Tuensang,798612,2,10,0
26-10-2025,Odisha,Balangir,767040,1,0,0
26-10-2025,Odisha,Baleswar,756003,1,0,0
26-10-2025,Odisha,Baleswar,756029,0,1,0
26-10-2025,Odisha,Baleswar,756045,1,0,0
26-10-2025,Odisha,Baleswar,756047,1,0,0
26-10-2025,Odisha,Baleswar,756081,3,2,0
26-10-2025,Odisha,Baleswar,756083,2,0,0
26-10-2025,Odisha,Bargarh,768048,1,0,0
26-10-2025,Odisha,Bargarh,768104,1,0,0
26-10-2025,Odisha,Bhadrak,756132,1,1,0
26-10-2025,Odisha,Bhadrak,756138,0,1,0
26-10-2025,Odisha,Bhadrak,756163,1,0,0
26-10-2025,Odisha,Bhadrak,756167,1,0,0
26-10-2025,Odisha,Cuttack,753001,0,1,0
26-10-2025,Odisha,Cuttack,753010,0,1,0
26-10-2025,Odisha,Cuttack,754029,1,0,0
26-10-2025,Odisha,Cuttack,754201,0,1,0
26-10-2025,Odisha,Cuttack,754204,3,0,0
26-10-2025,Odisha,Cuttack,754207,2,0,0
26-10-2025,Odisha,Cuttack,754294,1,0,0
26-10-2025,Odisha,Dhenkanal,759001,0,1,0
26-10-2025,Odisha,Gajapati,761210,1,0,0
26-10-2025,Odisha,Gajapati,761217,1,0,0
26-10-2025,Odisha,Ganjam,760001,1,0,0
26-10-2025,Odisha,Ganjam,760002,2,0,0
26-10-2025,Odisha,Ganjam,760003,0,1,0
26-10-2025,Odisha,Ganjam,761005,1,0,0
26-10-2025,Odisha,Ganjam,761026,0,1,0
26-10-2025,Odisha,Ganjam,761030,1,0,0
26-10-2025,Odisha,Ganjam,761144,1,0,0
26-10-2025,Odisha,JAJPUR,755018,0,1,0
26-10-2025,Odisha,JAJPUR,755022,0,1,0
26-10-2025,Odisha,Jagatsinghapur,754108,4,0,0
26-10-2025,Odisha,Jagatsinghapur,754109,1,0,0
26-10-2025,Odisha,Jagatsinghapur,754110,3,0,0
26-10-2025,Odisha,Jagatsinghapur,754113,1,0,0
26-10-2025,Odisha,Jagatsinghapur,754136,1,0,0
26-10-2025,Odisha,Jajapur,755004,1,0,0
