date,state,district,pincode,age_0_5,age_5_17,age_18_greater
01-04-2025,Madhya Pradesh,Raisen,464886,119,44,10
01-04-2025,Uttar Pradesh,Shrawasti,271831,207,307,11
01-04-2025,Gujarat,Kheda,387620,109,29,63
01-04-2025,Delhi,East Delhi,110092,676,221,15
01-04-2025,Uttar Pradesh,Lucknow,226020,180,174,12
01-04-2025,Karnataka,Bengaluru,560102,61,12,22
01-04-2025,Bihar,Sitamarhi,843330,166,117,182
01-04-2025,Madhya Pradesh,Katni,483770,236,24,10
01-04-2025,Gujarat,Kachchh,370145,22,26,15
01-04-2025,Madhya Pradesh,Jhabua,457661,247,212,29
01-04-2025,Uttar Pradesh,Kheri,262907,70,58,10
01-04-2025,Assam,Kamrup,781123,42,32,13
01-04-2025,Gujarat,Banaskantha,385110,101,186,52
01-04-2025,Tripura,Unakoti,799263,19,16,15
01-04-2025,Delhi,North West Delhi,110034,295,101,13
01-04-2025,Madhya Pradesh,Indore,452002,217,38,10
01-04-2025,Bihar,Madhubani,847232,143,111,17
01-04-2025,Madhya Pradesh,Chhatarpur,471625,105,39,10
01-04-2025,Meghalaya,West Khasi Hills,793120,323,858,487
01-04-2025,Assam,Kamrup Metro,781020,21,45,18
01-04-2025,Uttar Pradesh,Sitapur,261203,456,194,20
01-04-2025,Madhya Pradesh,Bhopal,462003,138,24,10
01-04-2025,Bihar,Muzaffarpur,842002,219,228,18
01-04-2025,Assam,Udalguri,784509,128,112,45
01-04-2025,Gujarat,Surat,394230,66,25,25
01-04-2025,Gujarat,Banaskantha,385001,204,64,75
01-04-2025,Punjab,Ludhiana,142026,102,17,12
01-04-2025,Punjab,Amritsar,143110,71,23,14
01-04-2025,Maharashtra,Mumbai Suburban,400070,135,34,22
01-04-2025,Rajasthan,Dungarpur,314030,66,83,13
01-04-2025,Madhya Pradesh,Khargone,451335,39,15,10
01-04-2025,Uttar Pradesh,Gautam Buddha Nagar,201306,222,223,15
01-04-2025,Gujarat,Panchmahals,389115,111,11,20
01-04-2025,Assam,Cachar,788011,25,13,11
01-04-2025,Assam,Charaideo,785689,22,10,58
01-04-2025,Uttar Pradesh,Aligarh,202001,1066,643,58
01-04-2025,Meghalaya,South Garo Hills,794103,29,147,97
01-04-2025,Bihar,Patna,800014,29,74,33
01-04-2025,Telangana,K.v. Rangareddy,500005,132,11,15
01-04-2025,Uttar Pradesh,Chandauli,232101,195,192,41
01-04-2025,Bihar,Gaya,824232,155,434,13
01-04-2025,Maharashtra,Solapur,413401,179,18,11
01-04-2025,Uttar Pradesh,Maharajganj,273164,385,306,33
01-04-2025,Chhattisgarh,Bijapur,494444,314,69,60
01-04-2025,Meghalaya,West Garo Hills,794103,198,347,137
01-04-2025,Uttar Pradesh,Agra,283201,138,64,16
01-04-2025,Rajasthan,Bharatpur,321204,240,37,10
01-04-2025,Madhya Pradesh,Gwalior,475110,313,172,46
01-04-2025,Uttar Pradesh,Mainpuri,205261,78,45,11
01-04-2025,Assam,Lakhimpur,784160,43,76,18
01-04-2025,Assam,Cachar,788003,48,31,16
01-04-2025,Maharashtra,Thane,421306,220,98,11
01-04-2025,Assam,Jorhat,785001,50,31,21
01-04-2025,Bihar,East Champaran,845433,190,206,20
01-04-2025,Jharkhand,Godda,814153,79,46,11
01-04-2025,Assam,Kokrajhar,783370,236,174,10
01-04-2025,Meghalaya,East Khasi Hills,793004,50,76,17
01-04-2025,Meghalaya,Ri Bhoi,781131,22,152,17
01-04-2025,Uttar Pradesh,Muzaffarnagar,251002,251,115,13
01-04-2025,Uttar Pradesh,Siddharthnagar,272153,333,423,17
01-04-2025,Delhi,West Delhi,110018,275,96,32
01-04-2025,West Bengal,Uttar Dinajpur,733129,333,106,59
01-04-2025,Uttar Pradesh,Bareilly,243001,545,273,29
01-04-2025,Assam,Golaghat,785702,86,73,36
01-04-2025,Assam,Hojai,782446,317,86,25
01-04-2025,Maharashtra,Thane,400612,398,163,29
01-04-2025,Madhya Pradesh,Datia,475661,237,55,10
01-04-2025,Bihar,Madhubani,847108,155,239,25
01-04-2025,Tripura,West Tripura,799045,78,34,13
01-04-2025,Assam,Cachar,788114,80,34,25
01-04-2025,Telangana,Medchal-malkajgiri,500072,76,25,15
01-04-2025,Assam,Darrang,784514,56,32,26
01-04-2025,Gujarat,Gandhinagar,382610,17,10,13
01-04-2025,Gujarat,Patan,385360,79,30,32
01-04-2025,Madhya Pradesh,Katni,483332,117,16,10
01-04-2025,Meghalaya,West Jaintia Hills,793109,86,167,29
01-04-2025,Gujarat,Patan,384151,120,19,41
01-04-2025,Meghalaya,East Khasi Hills,793110,168,538,175
01-04-2025,Madhya Pradesh,Sagar,470001,183,26,12
01-04-2025,Assam,Barpeta,781313,75,37,12
01-04-2025,Assam,Sibsagar,785640,77,30,45
01-04-2025,Assam,Marigaon,782121,97,64,13
01-04-2025,Karnataka,Bengaluru,560092,74,13,14
01-04-2025,Madhya Pradesh,Sheopur,476337,172,125,13
01-04-2025,Uttar Pradesh,Sitapur,261208,240,144,14
01-04-2025,Assam,Dibrugarh,786001,40,35,34
01-04-2025,Gujarat,Dahod,389152,65,79,55
01-04-2025,Gujarat,Arvalli,383315,76,14,19
01-04-2025,Uttar Pradesh,Kheri,262903,78,82,10
01-04-2025,Gujarat,Surendra Nagar,363427,58,13,10
01-04-2025,Assam,Kamrup Metro,781007,10,20,12
01-04-2025,Gujarat,Panchmahals,389365,69,30,21
01-04-2025,West Bengal,Malda,732124,306,80,10
01-04-2025,Gujarat,Amreli,365560,125,11,28
01-04-2025,Meghalaya,West Garo Hills,794109,156,126,62
01-04-2025,Nagaland,Phek,797107,74,156,11
01-04-2025,Meghalaya,South Garo Hills,794102,58,288,82
01-04-2025,Assam,Baksa,781367,94,121,31
01-04-2025,Rajasthan,Alwar,301405,138,37,13
01-04-2025,Assam,Cachar,788120,123,35,18
01-04-2025,Maharashtra,Hingoli,431701,133,11,20
01-04-2025,Rajasthan,Jaipur,303012,144,37,11
01-04-2025,Bihar,East Champaran,845415,148,193,12
01-04-2025,Uttar Pradesh,Kanpur Dehat,209204,81,58,23
01-04-2025,Uttar Pradesh,Ambedkar Nagar,224122,159,143,10
01-04-2025,Gujarat,Gir Somnath,362720,190,21,33
01-04-2025,Gujarat,Gir Somnath,362150,149,24,17
01-04-2025,Gujarat,Gir Somnath,362510,157,31,11
01-04-2025,Tamil Nadu,Madurai,625017,94,10,11
01-04-2025,Uttar Pradesh,Pilibhit,262122,598,260,20
01-04-2025,Haryana,Faridabad,121002,244,75,10
01-04-2025,Mizoram,Champhai,796321,275,76,17
01-04-2025,Gujarat,Dahod,389382,26,21,55
01-04-2025,Madhya Pradesh,Dhar,454660,101,27,10
01-04-2025,Gujarat,Valsad,396001,135,21,10
01-04-2025,Jharkhand,Pakur,816107,579,372,11
01-04-2025,Assam,Baksa,781315,114,32,18
01-04-2025,Bihar,Patna,801503,119,243,20
01-04-2025,Bihar,Vaishali,844504,270,217,10
01-04-2025,Assam,Cachar,788101,77,46,14
01-04-2025,Madhya Pradesh,Shivpuri,473551,193,105,51
01-04-2025,Bihar,East Champaran,845305,73,112,17
01-04-2025,Uttar Pradesh,Lucknow,226003,297,270,27
01-04-2025,Rajasthan,Jalor,343029,207,84,41
01-04-2025,Assam,Tinsukia,786183,28,10,29
01-04-2025,Assam,Udalguri,784114,47,29,36
01-04-2025,West Bengal,Uttar Dinajpur,733123,158,29,10
01-04-2025,Assam,Baksa,781368,46,71,30
01-04-2025,Madhya Pradesh,Vidisha,464221,454,57,23
01-04-2025,Assam,Tinsukia,786125,41,74,80
01-04-2025,Karnataka,Bengaluru,560083,162,30,12
01-04-2025,West Bengal,Darjeeling,734013,49,18,13
01-04-2025,Gujarat,Banaskantha,385535,367,253,120
01-04-2025,Gujarat,Valsad,396065,346,83,80
01-04-2025,Uttar Pradesh,Gorakhpur,273007,77,114,12
01-04-2025,Gujarat,Surendra Nagar,363310,145,52,42
01-04-2025,Assam,Karimganj,788723,155,77,15
01-04-2025,Uttar Pradesh,Bahraich,271801,219,131,24
01-04-2025,Uttar Pradesh,Bahraich,271870,43,41,15
01-04-2025,Assam,Darrang,784146,90,47,36
01-04-2025,Rajasthan,Jaipur,302002,367,64,26
01-04-2025,Meghalaya,East Khasi Hills,793111,40,157,44
01-04-2025,Karnataka,Bengaluru,560091,343,21,21
01-04-2025,Meghalaya,East Jaintia Hills,793200,200,510,197
01-04-2025,Gujarat,Gir Somnath,362550,70,28,11
01-04-2025,Assam,Biswanath,784176,75,66,22
01-04-2025,Assam,Marigaon,782105,89,96,20
01-04-2025,Uttarakhand,Dehradun,248001,510,138,26
01-04-2025,Gujarat,Kheda,387630,77,13,11
01-04-2025,Gujarat,Sabarkantha,383270,79,60,32
01-04-2025,Assam,Darrang,784115,136,85,76
01-04-2025,Assam,Dhubri,783349,123,99,24
01-04-2025,Bihar,East Champaran,845302,239,335,26
01-04-2025,Assam,Udalguri,784510,24,36,12
01-04-2025,Karnataka,Bengaluru,560035,105,30,50
01-04-2025,Meghalaya,East Khasi Hills,793012,23,180,90
01-04-2025,Assam,Biswanath,784174,29,48,10
01-04-2025,Gujarat,Patan,384265,208,36,49
01-04-2025,Uttar Pradesh,Mainpuri,205262,123,107,11
01-04-2025,Madhya Pradesh,Burhanpur,450332,111,31,11
01-04-2025,Meghalaya,East Khasi Hills,793009,68,339,141
01-04-2025,Punjab,Amritsar,143001,888,186,40
01-04-2025,Madhya Pradesh,Indore,452001,396,105,27
01-04-2025,Uttar Pradesh,Kaushambi,212213,63,39,11
01-04-2025,Uttar Pradesh,Gorakhpur,273008,61,93,24
01-04-2025,Uttar Pradesh,Bahraich,271865,287,322,61
01-04-2025,Maharashtra,Pune,410405,39,11,19
01-04-2025,Karnataka,Bengaluru,560093,66,20,12
01-04-2025,Assam,Karimganj,788724,163,122,12
01-04-2025,Assam,Darrang,784190,139,40,14
01-04-2025,Meghalaya,West Garo Hills,794005,76,151,64
01-04-2025,Uttar Pradesh,Bahraich,271902,106,158,32
01-04-2025,Assam,North Cachar Hills,788830,27,57,19
01-04-2025,Gujarat,Banaskantha,385540,24,14,12
01-04-2025,Bihar,Patna,803201,114,297,14
01-04-2025,Assam,Golaghat,785705,65,88,13
01-04-2025,Madhya Pradesh,Jhabua,457779,219,160,19
01-04-2025,Madhya Pradesh,Burhanpur,450221,91,29,18
01-04-2025,Meghalaya,North Garo Hills,794108,47,190,76
01-04-2025,Assam,Hailakandi,788164,38,13,13
01-04-2025,Punjab,Ludhiana,141015,130,80,18
01-04-2025,Karnataka,Bengaluru,560016,210,48,45
01-04-2025,Gujarat,Banaskantha,385565,119,84,96
01-04-2025,Maharashtra,Nanded,431715,188,24,12
01-04-2025,Jammu and Kashmir,Punch,185121,142,59,10
01-04-2025,Assam,Goalpara,783129,257,93,131
01-04-2025,Uttar Pradesh,Gautam Buddha Nagar,201301,602,503,55
01-04-2025,Bihar,Jehanabad,804408,37,114,13
01-04-2025,Madhya Pradesh,Burhanpur,450331,345,95,71
01-04-2025,Uttar Pradesh,Gonda,271503,223,126,17
01-04-2025,Uttar Pradesh,Jalaun,285203,61,32,10
01-04-2025,Bihar,Patna,800008,53,185,45
01-04-2025,Bihar,Jehanabad,804418,16,76,21
01-04-2025,Maharashtra,Thane,421301,360,124,12
01-04-2025,Assam,Kamrup,781366,57,38,17
01-04-2025,Uttar Pradesh,Kanpur Dehat,209303,204,122,10
01-04-2025,Uttar Pradesh,Etah,207001,724,354,13
01-04-2025,Uttar Pradesh,Meerut,250002,809,355,22
01-04-2025,Gujarat,Vadodara,390011,58,16,13
01-04-2025,Uttar Pradesh,Gautam Buddha Nagar,201310,126,219,14
01-04-2025,Assam,Sibsagar,785697,52,17,12
01-04-2025,Madhya Pradesh,Chhatarpur,471301,87,38,10
01-04-2025,Assam,Karimganj,788737,67,105,10
01-04-2025,Bihar,Patna,800004,22,85,19
01-04-2025,Tripura,West Tripura,799035,68,31,12
01-04-2025,Assam,Dibrugarh,786602,18,21,44
01-04-2025,Uttar Pradesh,Sitapur,261205,381,231,28
01-04-2025,Chhattisgarh,Raipur,493225,299,12,11
01-04-2025,Gujarat,Surendra Nagar,363440,79,28,10
01-04-2025,Rajasthan,Baran,325205,255,37,15
01-04-2025,Rajasthan,Sirohi,307024,70,62,20
01-04-2025,Assam,Tinsukia,786190,38,34,11
01-04-2025,Uttar Pradesh,Lucknow,226017,169,209,11
01-04-2025,Punjab,Ludhiana,141008,419,181,20
01-04-2025,Uttar Pradesh,Mainpuri,205247,81,83,14
01-04-2025,Punjab,Sangrur,148001,145,11,10
01-04-2025,Rajasthan,Bundi,323802,98,18,11
01-04-2025,Gujarat,Patan,384285,91,15,35
01-04-2025,Meghalaya,West Garo Hills,794001,67,136,13
01-04-2025,Karnataka,Bengaluru,560024,51,15,10
01-04-2025,Rajasthan,Karauli,322230,348,105,12
01-04-2025,Gujarat,Mahesana,384325,95,10,14
01-04-2025,Bihar,Muzaffarpur,843128,228,182,11
01-04-2025,Assam,Tinsukia,786171,63,58,50
01-04-2025,West Bengal,Uttar Dinajpur,733156,289,89,20
01-04-2025,Gujarat,Anand,388550,29,10,13
01-04-2025,Gujarat,Surat,395006,473,137,26
01-04-2025,Assam,Dibrugarh,786613,21,15,20
01-04-2025,Bihar,Jehanabad,804417,25,102,14
01-04-2025,Nagaland,Longleng,798625,131,226,12
01-04-2025,Madhya Pradesh,Dhar,454001,253,74,75
01-04-2025,Bihar,Patna,800026,13,38,12
01-04-2025,Gujarat,Vadodara,391770,44,12,41
01-04-2025,Meghalaya,East Khasi Hills,793019,25,55,62
01-04-2025,Chandigarh,Chandigarh,160036,86,21,10
01-04-2025,Meghalaya,Ri Bhoi,793102,105,460,196
01-04-2025,Madhya Pradesh,Shivpuri,473660,53,19,18
01-04-2025,Karnataka,Bengaluru,560100,228,51,31
01-04-2025,Uttar Pradesh,Maharajganj,273303,159,311,22
01-04-2025,Gujarat,Dahod,389380,113,19,27
01-04-2025,Gujarat,Banaskantha,385120,161,180,58
01-04-2025,Gujarat,Surat,395001,71,14,13
01-04-2025,Gujarat,Gir Somnath,362560,205,75,15
01-04-2025,Madhya Pradesh,Khargone,451332,294,93,12
01-04-2025,Madhya Pradesh,Morena,476111,271,149,19
01-04-2025,Bihar,Jamui,811314,554,308,20
01-04-2025,Sikkim,South Sikkim,737126,15,23,11
01-04-2025,Assam,Tinsukia,786181,36,50,22
01-04-2025,Meghalaya,Ri Bhoi,793103,85,360,85
01-04-2025,Gujarat,Anand,388001,107,20,62
01-04-2025,Assam,Cachar,788119,86,38,17
01-04-2025,Assam,Hailakandi,788152,35,28,12
01-04-2025,Gujarat,Banaskantha,385505,32,13,13
01-04-2025,Jharkhand,Ranchi,835222,89,77,34
01-04-2025,Assam,North Cachar Hills,788931,34,36,43
01-04-2025,Meghalaya,West Jaintia Hills,793151,214,423,291
01-04-2025,Assam,Dhemaji,787057,53,76,27
01-04-2025,West Bengal,Darjeeling,734003,109,65,13
01-04-2025,Madhya Pradesh,Panna,488441,107,33,19
01-04-2025,Meghalaya,Ri Bhoi,793105,88,434,184
01-04-2025,Uttar Pradesh,Jaunpur,222132,45,65,13
01-04-2025,Uttar Pradesh,Bareilly,243505,542,156,12
01-04-2025,Tamil Nadu,Kancheepuram,600045,81,19,14
01-04-2025,Meghalaya,East Garo Hills,794111,247,714,185
01-04-2025,Uttar Pradesh,Balrampur,271604,181,301,12
01-04-2025,Assam,Kamrup,781031,11,12,10
01-04-2025,Madhya Pradesh,Sheopur,476335,37,38,11
01-04-2025,Rajasthan,Jhalawar,326038,112,49,12
01-04-2025,Assam,Marigaon,782410,46,50,30
01-04-2025,Assam,Jorhat,785633,13,17,13
01-04-2025,Assam,Karbi Anglong,782461,35,71,29
01-04-2025,Madhya Pradesh,Raisen,464551,291,39,12
01-04-2025,Bihar,West Champaran,845103,123,188,15
01-04-2025,Gujarat,Chhotaudepur,391165,64,47,40
01-04-2025,Meghalaya,East Khasi Hills,793005,60,215,66
01-04-2025,Gujarat,Patan,385340,144,47,27
01-04-2025,Bihar,Patna,800006,26,147,42
01-04-2025,Assam,Kamrup Metro,781005,20,31,10
01-04-2025,Bihar,Patna,800007,49,158,25
01-04-2025,Uttar Pradesh,Kanpur Nagar,208011,121,121,10
01-04-2025,Maharashtra,Thane,421302,545,186,17
01-04-2025,Madhya Pradesh,Indore,452009,217,62,11
01-04-2025,Delhi,Shahdara,110032,208,98,13
01-04-2025,West Bengal,Alipurduar,736182,20,27,11
01-04-2025,Assam,Hailakandi,788163,99,59,35
01-04-2025,Gujarat,Jamnagar,361005,115,19,17
01-04-2025,Assam,Dibrugarh,785675,30,22,24
01-04-2025,Assam,Dhemaji,787060,126,100,25
01-04-2025,Uttar Pradesh,Bahraich,271851,158,117,14
01-04-2025,Uttar Pradesh,Sitapur,261204,283,202,11
01-04-2025,Karnataka,Kalaburagi,585104,560,31,17
01-04-2025,Gujarat,Gir Somnath,362725,60,12,11
01-04-2025,Bihar,West Champaran,845306,120,184,20
01-04-2025,Uttar Pradesh,Shahjahanpur,242127,208,219,16
01-04-2025,Bihar,West Champaran,845101,300,402,11
01-04-2025,Uttar Pradesh,Balrampur,271205,125,140,10
01-04-2025,Gujarat,Chhotaudepur,391160,60,28,13
01-04-2025,Assam,North Cachar Hills,788819,50,41,24
01-04-2025,Gujarat,Kachchh,370140,53,17,27
01-04-2025,Gujarat,Dahod,389180,104,183,110
01-04-2025,Madhya Pradesh,Bhind,477441,90,32,14
01-04-2025,Tamil Nadu,Thanjavur,614602,35,10,11
01-04-2025,Nagaland,Peren,797110,201,331,12
01-04-2025,Karnataka,Bengaluru,560045,383,31,15
01-04-2025,Assam,Karbi Anglong,782460,40,123,27
01-04-2025,Uttar Pradesh,Muzaffarnagar,251001,429,193,14
01-04-2025,Rajasthan,Jodhpur,342306,219,90,13
01-04-2025,Gujarat,Banaskantha,385135,35,31,22
01-04-2025,Meghalaya,North Garo Hills,783134,22,162,45
01-04-2025,Assam,Golaghat,785612,59,73,16
01-04-2025,Assam,Tinsukia,786601,22,23,19
01-04-2025,Rajasthan,Jalor,307029,114,44,13
01-04-2025,Delhi,South Delhi,110074,253,102,10
01-04-2025,Nagaland,Tuensang,798612,173,296,34
01-04-2025,Gujarat,Mahisagar,389230,110,12,16
01-04-2025,Rajasthan,Jodhpur,342001,770,191,31
01-04-2025,Assam,Jorhat,785634,42,38,22
01-04-2025,Gujarat,Rajkot,360004,240,72,47
01-04-2025,Gujarat,Dahod,389175,39,16,11
01-04-2025,Assam,Bongaigaon,783384,135,47,21
01-04-2025,Uttar Pradesh,Unnao,209861,214,118,11
01-04-2025,Bihar,Sitamarhi,843332,102,115,27
01-04-2025,Rajasthan,Alwar,301001,646,172,26
01-04-2025,Karnataka,Bengaluru,560067,158,26,39
01-04-2025,Bihar,West Champaran,845449,368,469,18
01-04-2025,Assam,Karimganj,788720,72,49,14
01-04-2025,Uttar Pradesh,Kanpur Nagar,208002,73,65,10
01-04-2025,Gujarat,Panchmahals,389210,90,14,53
01-04-2025,Punjab,Hoshiarpur,146001,267,35,34
01-04-2025,Nagaland,Noklak,798626,47,65,16
01-04-2025,Chhattisgarh,Sukma,494122,267,69,45
01-04-2025,Assam,Hojai,782447,74,28,12
01-04-2025,Uttar Pradesh,Siddharthnagar,272192,183,323,28
01-04-2025,Rajasthan,Jaipur,302020,164,75,12
01-04-2025,Bihar,Jamui,811303,461,339,10
01-04-2025,Uttar Pradesh,Maharajganj,273304,188,184,11
01-04-2025,Madhya Pradesh,Khandwa,450117,271,133,16
01-04-2025,Rajasthan,Ajmer,305001,522,121,22
01-04-2025,Sikkim,West Sikkim,737121,52,65,10
01-04-2025,Haryana,Gurgaon,122001,426,145,22
01-04-2025,Assam,Dhubri,783348,402,342,22
01-04-2025,Meghalaya,East Khasi Hills,793010,28,49,39
01-04-2025,Meghalaya,West Garo Hills,794104,401,379,149
01-04-2025,Maharashtra,Latur,413517,229,42,23
01-04-2025,Uttar Pradesh,Jalaun,285205,160,70,16
01-04-2025,Rajasthan,Nagaur,341001,445,224,22
01-04-2025,Uttar Pradesh,Gonda,271504,108,89,21
01-04-2025,Karnataka,Bengaluru,560078,232,36,26
01-04-2025,Uttar Pradesh,Basti,272163,140,139,10
01-04-2025,Assam,Karbi Anglong,782448,60,111,37
01-04-2025,Gujarat,Amreli,365565,49,10,15
01-04-2025,Gujarat,Morbi,363330,71,31,13
01-04-2025,Meghalaya,East Khasi Hills,793002,124,154,43
01-04-2025,Madhya Pradesh,Satna,485001,368,55,14
01-04-2025,Punjab,Gurdaspur,143505,233,36,49
01-04-2025,Madhya Pradesh,Shivpuri,473885,56,29,18
01-04-2025,Gujarat,Devbhumi Dwarka,361305,135,27,39
01-04-2025,Gujarat,Rajkot,360001,178,51,12
01-04-2025,Uttar Pradesh,Gautam Buddha Nagar,203207,242,241,29
01-04-2025,Maharashtra,Aurangabad,431001,584,154,53
01-04-2025,Gujarat,Panchmahals,389350,59,19,15
01-04-2025,Assam,Cachar,788007,25,26,14
01-04-2025,Gujarat,Kheda,387130,108,10,31
01-04-2025,Jharkhand,Hazaribagh,825301,169,65,14
01-04-2025,Bihar,Muzaffarpur,842001,116,148,12
01-04-2025,Gujarat,Rajkot,360110,93,11,16
01-04-2025,Maharashtra,Thane,421503,226,62,23
01-04-2025,Uttar Pradesh,Azamgarh,276121,139,158,16
01-04-2025,Rajasthan,Udaipur,307025,70,47,15
01-04-2025,West Bengal,Kolkata,700004,21,10,23
01-04-2025,Assam,Cachar,788099,85,20,24
01-04-2025,Madhya Pradesh,Bhopal,462022,178,23,10
01-04-2025,Assam,Chirang,783393,77,50,26
01-04-2025,Uttar Pradesh,Kanpur Nagar,209214,93,131,17
01-04-2025,Uttar Pradesh,Rampur,244901,894,333,19
01-04-2025,Assam,South Salmara Mankachar,783131,74,59,18
01-04-2025,Gujarat,The Dangs,394716,85,13,22
01-04-2025,Assam,West Karbi Anglong,782450,11,31,11
01-04-2025,Karnataka,Bengaluru,560037,126,46,118
01-04-2025,Bihar,East Champaran,845301,129,228,14
01-04-2025,Uttar Pradesh,Bareilly,243503,825,308,11
01-04-2025,Assam,Udalguri,784508,20,18,22
01-04-2025,Meghalaya,South West Khasi Hills,793106,31,102,73
01-04-2025,Assam,Tinsukia,786182,54,81,16
01-04-2025,Rajasthan,Jaipur,302003,351,64,15
01-04-2025,Assam,Charaideo,785692,43,22,46
01-04-2025,Jharkhand,East Singhbhum,832104,55,54,11
01-04-2025,Rajasthan,Bundi,323001,179,39,10
01-04-2025,Punjab,Ludhiana,141001,328,122,31
01-04-2025,Gujarat,Gandhinagar,382421,74,39,16
01-04-2025,Madhya Pradesh,Alirajpur,457990,134,105,15
01-04-2025,Assam,Goalpara,783330,41,21,25
01-04-2025,Gujarat,Vadodara,391440,189,14,17
01-04-2025,Rajasthan,Jodhpur,342311,147,81,10
01-04-2025,Bihar,Madhubani,847421,90,135,18
01-04-2025,Rajasthan,Sikar,332311,110,33,12
01-04-2025,Karnataka,Bengaluru,560068,330,60,54
01-04-2025,Maharashtra,Thane,421501,146,46,15
01-04-2025,Maharashtra,Nagpur,440035,195,23,18
01-04-2025,Rajasthan,Jodhpur,342302,114,65,11
01-04-2025,Gujarat,Surat,394210,458,187,33
01-04-2025,Punjab,SAS Nagar (Mohali),140301,204,65,11
01-04-2025,Jharkhand,Ranchi,835205,50,33,10
01-04-2025,Gujarat,Vadodara,390002,33,18,12
01-04-2025,Meghalaya,South West Garo Hills,794106,83,86,22
01-04-2025,Uttar Pradesh,Moradabad,244001,1519,510,15
01-04-2025,Assam,Dibrugarh,786010,24,16,15
01-04-2025,Rajasthan,Jaipur,302017,175,71,12
01-04-2025,Meghalaya,South West Garo Hills,794115,481,253,85
01-04-2025,Gujarat,Dahod,389170,97,140,72
01-04-2025,Uttar Pradesh,Lucknow,226010,129,147,14
01-04-2025,Punjab,Kapurthala,144601,164,28,254
01-04-2025,Rajasthan,Jalor,343030,116,34,11
01-04-2025,Assam,Karimganj,788722,51,73,40
01-04-2025,West Bengal,Darjeeling,734429,62,34,16
01-04-2025,Meghalaya,North Garo Hills,794002,94,501,51
01-04-2025,Bihar,Patna,801110,70,187,12
01-04-2025,Uttar Pradesh,Mainpuri,205264,66,78,10
01-04-2025,Meghalaya,East Garo Hills,794110,244,410,108
01-04-2025,Gujarat,Surat,395010,583,222,38
01-04-2025,Meghalaya,West Khasi Hills,793119,573,1812,642
01-04-2025,Maharashtra,Solapur,413203,91,11,13
01-04-2025,Jharkhand,Ranchi,835214,127,67,11
01-04-2025,Gujarat,Surat,394520,47,18,10
01-04-2025,Assam,Lakhimpur,787032,32,35,21
01-04-2025,Gujarat,Mahesana,382870,68,12,10
01-04-2025,Madhya Pradesh,Gwalior,475330,81,52,11
01-04-2025,Gujarat,Chhotaudepur,391150,67,23,39
01-04-2025,Bihar,West Champaran,845452,406,463,15
01-04-2025,Karnataka,Bengaluru,560084,93,16,16
01-04-2025,Bihar,West Champaran,845438,604,773,16
01-04-2025,Gujarat,Gir Somnath,362268,201,35,37
01-04-2025,Meghalaya,East Khasi Hills,793014,26,49,11
01-04-2025,Assam,Goalpara,783132,106,25,53
01-04-2025,Madhya Pradesh,Bhind,477445,109,44,18
01-04-2025,Delhi,South West Delhi,110070,68,29,14
01-04-2025,Rajasthan,Jalor,343032,130,81,10
01-04-2025,Assam,Barpeta,781325,63,17,11
01-04-2025,Uttar Pradesh,Agra,282001,694,504,21
01-04-2025,Meghalaya,South West Garo Hills,794105,427,271,67
01-04-2025,Bihar,East Champaran,845401,276,477,16
01-04-2025,Maharashtra,Parbhani,431402,135,10,16
01-04-2025,Bihar,Sitamarhi,843331,385,187,15
01-04-2025,Assam,Kamrup,781136,268,143,63
01-04-2025,Karnataka,Bengaluru,560097,162,21,16
01-04-2025,Uttar Pradesh,Kanpur Dehat,209307,43,38,11
01-04-2025,Assam,Kamrup Metro,781001,23,37,20
01-04-2025,Rajasthan,Jaipur,302004,209,54,31
01-04-2025,Assam,Kamrup,781125,24,17,11
01-04-2025,Assam,Sonitpur,784111,22,50,18
01-04-2025,Gujarat,Mahesana,384315,150,18,16
01-04-2025,Gujarat,Gandhinagar,382355,45,18,24
01-04-2025,Madhya Pradesh,Vidisha,464228,216,62,19
01-04-2025,Karnataka,Bengaluru,560005,70,13,13
01-04-2025,West Bengal,Jalpaiguri,735135,122,45,26
01-04-2025,Assam,Karbi Anglong,782470,54,88,36
01-04-2025,Gujarat,Surendra Nagar,363520,154,66,29
